機構名稱,地址,電話,x,y
富盛藥局,新北市板橋區四維路291巷4弄24號1樓,02-22596016,121.4621912,25.02879181
力康藥局,新北市板橋區陽明街108號,02-22589353,121.4640444,25.02336465
佳和藥局,新北市板橋區文化路1段387巷5號1樓,02-22582034,121.4666764,25.02193514
全曜藥局,新北市板橋區民權路260巷62號,02-22575417,121.4602948,25.01494565
振民藥局,新北市板橋區四維路269巷92號,02-22572955,121.4596171,25.02666164
安聯藥局,新北市板橋區宏國路113號1樓,02-22569079,121.4704122,25.03206755
晨恩藥局,新北市板橋區文化路1段216號1樓,02-22567200,121.4665705,25.02026897
欣民藥局,新北市板橋區雙十路3段39號,02-22545938,121.4705746,25.03167768
進發大藥局,新北市板橋區民治街101號,02-22528361,121.4790276,25.031499
成合藥局,新北市中和區景平路429-2號1樓,02-22483605,121.5013896,24.99536946
三德和藥局,新北市中和區吉興里南山路289號1樓,02-22471028,121.5044142,24.99207414
三華藥局,新北市中和區中正路124號1樓,02-22470928,121.4997161,24.99385359
喬登藥局,新北市中和區景平路697號1樓,02-22470273,121.4964593,25.00336851
中和光田藥局,新北市中和區連城路48號,02-22459602,121.4981708,25.00195519
恩溢藥局,新北市中和區復興路79號1、2樓,02-22452450,121.5035062,24.99020228
祥田藥局,新北市中和區圓通路236號,02-22452293,121.4948154,24.99267801
真成大藥局,新北市中和區光華街38號,02-22447008,121.5048418,25.00388713
詠邑藥局,新北市中和區南華路43號1樓,02-22445630,121.5037705,24.99671179
以法蓮藥局,新北市中和區中興街154號1樓,02-22438983,121.4997843,24.99185581
群芳藥局,新北市中和區和興里中興街73號1樓,02-22433729,121.5003486,24.99323531
皇秦大藥局,新北市中和區中山路3段39-1號1樓,02-22269636,121.4776194,25.00531458
坤暉藥局,新北市中和區中山路3段94號2樓,02-22269381,121.4774819,25.00578725
聯邦藥局,新北市土城區立德路91號,02-22265907,121.4630413,24.98783744
心樂藥局,新北市中和區新生街46號2樓,02-22260962,121.4831671,25.00323511
銓家藥局,新北市中和區員山路319號1-2樓,02-22257728,121.4811525,25.00059649
杏元藥局,新北市中和區員山路172號1樓,02-22236868,121.4813846,24.99994243
詠安藥局,新北市中和區員山路150-8號1樓,02-22231606,121.4809959,24.99632936
立健藥局,新北市中和區連城路317號1樓,02-22230614,121.4892405,24.99607455
民樂健保藥局,新北市中和區員山路226巷3弄5號1樓,02-22228999,121.4816928,25.00101994
昌順藥局,新北市新店區安康路3段265號,02-22156798,121.4865139,24.95172653
瑞欣藥局,新北市新店區吉安街33號,02-22112723,121.5159431,24.96593671
祐全大藥局,新北市新莊區建安街88號1樓,02-22051220,121.4262428,25.02422904
民安藥局,新北市新莊區民安路232號,02-22038910,121.4261504,25.02232374
佑仁藥師藥局,新北市新莊區四維路137號,02-22026747,121.4228464,25.02239627
快樂藥局,新北市新莊區中正路243-1號1至2樓,02-93215664,121.4504549,25.03557524
日光藥局,新北市新莊區中港路404號1樓,02-89937296,121.4522708,25.05002969
力源藥局,新北市新莊區復興路2段133號1樓,02-89929919,121.4571647,25.04451586
家嘉藥局,新北市新莊區自立街103號1樓,02-89926488,121.4553128,25.04549323
福華藥局,新北市新莊區復興路2段109號,02-89917390,121.4563176,25.04448621
臻善美藥局,新北市新莊區幸福路786號1樓,02-89914303,121.4467268,25.04918896
成立藥局,新北市三重區正義北路310-1號2樓,02-89852355,121.4951282,25.07000038
聯鑫藥師藥局,新北市三重區正義北路269號,02-89829880,121.4954291,25.07004649
美滿藥局,新北市三重區中華路16號,02-89824272,121.4833531,25.06060366
正大藥局,新北市三重區五華街39號,02-89815931,121.4945434,25.08105838
烈委藥局,新北市三重區五華街132號,02-89812846,121.4916125,25.08360208
誠泰藥師藥局,新北市三重區重新路3段102號,02-89721125,121.4926601,25.06045466
良方藥局,新北市土城區廣明街23巷24號1樓,02-89661161,121.454739,24.99229025
泰泰健保藥局,新北市中和區德光路97號,02-89642049,121.4685372,25.00329333
人民藥局,新北市板橋區仁愛路59號,02-89533956,121.4604469,24.99965499
健全藥局,新北市板橋區實踐路125號1樓,02-89533330,121.4642013,25.00487846
民德藥局,新北市中和區民德路61-1號1樓,02-89514746,121.4689958,25.00162669
德和便利藥局,新北市永和區得和路192號,02-89431417,121.520114,24.99996929
億華藥局,新北市中和區景安路157號,02-89421993,121.505427,24.99474838
安安藥局,新北市永和區竹林路203號1樓,02-89263651,121.520749,25.00907618
立安藥局,新北市永和區永和路2段203號1樓,02-89211786,121.5153265,25.01366619
博輝藥局,新北市永和區中興街60號1樓,02-89211766,121.5170558,25.01161906
康宜庭北新藥局,新北市新店區北新路2段43號1樓,02-89147015,121.5427557,24.97285061
倍思特藥局,新北市新店區中興路2段239號2樓,02-89116159,121.5473044,24.9752762
池佑藥局,新北市淡水區民族路46號,02-88093531,121.4615538,25.13608623
福多藥局,新北市汐止區福德二路60號1樓,02-86933368,121.6337881,25.06702953
汐心藥局,新北市汐止區福德一路150號,02-86932859,121.6365546,25.06687373
康元中西綜合藥局,新北市汐止區大同路2段219號,02-86923648,121.6528629,25.06489874
唯新示範藥局,新北市鶯歌區建國路161號,02-86775363,121.3503233,24.95344668
康廷安藥局,新北市中和區大勇街16號1樓,02-86683599,121.5172524,24.99277117
順和藥局,新北市永和區中正路75號1樓,02-86680362,121.5149316,24.9968753
家得福藥局,新北市新店區安康路1段123號1樓,02-86660991,121.5282234,24.96174511
富康藥局,新北市汐止區忠孝東路459號1樓,02-86481302,121.6660068,25.07265369
再興藥局,新北市汐止區茄苳路37號,02-86478860,121.6655649,25.07099555
汐止仁德藥局,新北市汐止區仁愛路113巷22號1樓,02-86462139,121.6619125,25.06426413
滿益藥局,新北市汐止區仁愛路130號1樓,02-86421562,121.6632204,25.06396612
三芝藥師藥局,新北市三芝區中正路1段43號1樓,02-86353982,121.5031753,25.25815976
安禾藥局,新北市林口區中山路534號1樓,02-86012205,121.3784993,25.08369455
化成藥局,新北市新莊區化成路740號1樓,02-85219099,121.4656452,25.05747651
德心藥局,新北市三重區三和路4段324號,02-82878086,121.4837622,25.07811203
長榮大藥局,新北市蘆洲區長榮路51號,02-82863837,121.4625774,25.08306727
福您安中西藥局,新北市蘆洲區長安街246巷6號1樓,02-82858322,121.4579521,25.08615391
杏昌藥局,新北市蘆洲區民族路86號1樓,02-82831985,121.477829,25.08489745
達特藥局,新北市蘆洲區復興路62號,02-82825004,121.4746304,25.08628673
善淳藥師藥局,新北市土城區福仁街19號1樓、B1樓,02-82627371,121.4405519,24.97625626
富柏大藥局,新北市土城區水源街22號1樓,02-82626815,121.4411619,24.97534625
立新藥局,新北市土城區光明街5號1樓,02-82626111,121.4420909,24.97475427
宏奇藥局,新北市土城區延吉街126號1樓,02-82619585,121.4695124,24.98586399
宏林藥局,新北市土城區裕民路134號1樓,02-82615919,121.4514933,24.98621891
佳佳藥局,新北市土城區中央路2段223-9號2樓,02-82614558,121.4419119,24.97529626
正陽藥師藥局,新北市中和區連城路354號1樓,02-82287336,121.4821749,24.99556546
錦和藥局,新北市中和區錦和路164號1樓,02-82282296,121.4898316,24.99585262
家嘉藥局,新北市中和區員山路377號,02-82281368,121.4811427,25.00237065
橘子藥局,新北市永和區仁愛路298號1樓,02-32330390,121.5034816,25.00808459
宏福藥局,新北市新莊區自信街55號1樓,02-29985225,121.4549885,25.04831363
翔昱健保藥局,新北市新莊區中港路120號,02-29983056,121.4553632,25.04019677
朝陽藥局,新北市新莊區新泰路148號2樓,02-29983020,121.4478205,25.03731288
惠欣藥局,新北市新莊區建中街72-1號1樓,02-29978962,121.4475179,25.03701639
新莊大藥局,新北市新莊區福壽街134號,02-29978268,121.4577771,25.05171828
冠昌藥局,新北市新莊區中誠街140號,02-29975009,121.4488403,25.04759748
中信藥師藥局,新北市新莊區中信街80號1樓,02-29969811,121.4479873,25.05311133
詠祥藥局,新北市新莊區新泰路502巷52號,02-29965498,121.4442761,25.04642912
宏泰藥局,新北市新莊區自信街37號1樓,02-29964649,121.4543458,25.04863327
明亮藥局,新北市新莊區幸福路511號1樓,02-29962671,121.4558784,25.04929026
大重仁藥局,新北市三重區重新路5段592號1樓,02-29958283,121.4694126,25.0453916
新佑康健保藥局,新北市新莊區中華路1段46號1樓,02-29947490,121.4520994,25.03800131
聯盟藥局,新北市新莊區中港路267巷1號1樓,02-29941168,121.4534888,25.04339798
大方藥局,新北市新莊區中平路89號1樓,02-29938881,121.4446768,25.04602013
宏昌藥局,新北市新莊區新莊路120號,02-29934156,121.4559725,25.03607673
王藥局,新北市新莊區昌盛街38號,02-29922404,121.4543759,25.04987755
蘇藥局,新北市新莊區中平路6巷37號,02-29917818,121.4460253,25.04283499
二安藥局,新北市新莊區中港路65號,02-29914527,121.4553404,25.03862269
喜來樂中西藥局,新北市新莊區昌平街20號1樓,02-29912068,121.4548897,25.05279562
家安藥局,新北市新莊區昌明街38-1號,02-29911764,121.4564946,25.05237086
新川藥局,新北市新莊區幸福路90號及92號1樓,02-29910407,121.4562276,25.04947941
環球藥局,新北市新莊區中港路436號1、2樓,02-29901934,121.451994,25.05105409
微笑埔銓藥局,新北市新莊區中平路77號,02-29901680,121.4446891,25.04507178
樂寶兒藥局,新北市新莊區中正路82-2號1樓,02-29900185,121.457849,25.03777177
聖安藥局,新北市三重區自強路2段48號,02-29899576,121.4889562,25.06956243
聖泰藥局,新北市三重區仁義街229號,02-29899187,121.4965142,25.08228316
興安藥局,新北市三重區正義北路275-1號,02-29898140,121.4953091,25.07020216
合眾藥局,新北市三重區文化北路102巷39號,02-29897379,121.4972461,25.06597294
禮隆藥局,新北市三重區自強路4段6４號,02-29894735,121.4901302,25.07852945
向上藥局,新北市三重區正義北路191號2樓,02-29883398,121.4963181,25.06806868
開元藥局,新北市三重區正義北路324號2樓,02-29873976,121.4948622,25.07038823
禾華藥局,新北市三重區自強路5段8號1樓,02-29871888,121.4921718,25.08043711
德河藥局,新北市三重區自強路1段320號,02-29869850,121.4909963,25.06852867
匯豐藥局,新北市三重區大榮街50號,02-29862127,121.4990816,25.06363297
松泰藥師藥局,新北市三重區大同北路65號,02-29859593,121.4951545,25.06356637
優達藥局,新北市三重區大智街108號1樓,02-29859159,121.4931899,25.06667477
力健藥局,新北市三重區自強路3段38號,02-29856255,121.4867746,25.07266396
名成藥局,新北市三重區力行路1段182號,02-29847828,121.4819506,25.07160116
德林藥局,新北市三重區中正北路572號,02-29832019,121.4705142,25.07205255
三民藥師藥局,新北市三重區三民街134號,02-29829328,121.482829,25.065031
佑民藥局,新北市三重區頂崁街211號,02-29827022,121.4772853,25.06778276
江村藥局,新北市三重區重新路3段9號1樓,02-29821515,121.4952753,25.06164763
福昌大藥局,新北市三重區溪尾街205號,02-29814337,121.488595,25.08080569
祥順藥局,新北市三重區名源街20號1樓,02-29811571,121.4819466,25.06052845
久洲藥局,新北市三重區長元街51-9號,02-29791679,121.499886,25.06595345
承都藥局,新北市三重區中央南路44號1樓,02-29785989,121.5014413,25.06202142
文慶藥局,新北市三重區泉州街78號,02-29783154,121.4947579,25.05457487
東裕藥局,新北市三重區重新路4段122號,02-29773255,121.4870126,25.05652177
甜心健康生活藥局,新北市三重區福祉里集美街45號1樓,02-29762223,121.4880311,25.05542135
佳仁藥局,新北市三重區大同南路76號,02-29759141,121.4961672,25.05931645
久泰藥局,新北市三重區仁愛街36號,02-29751735,121.4963544,25.07192612
博安藥局,新北市三重區正義南路32號,02-29751590,121.4982257,25.06116966
豐安藥局,新北市三重區三和路2段154巷18號1樓,02-29746701,121.4984399,25.06819523
德慈藥局,新北市三重區重新路3段16號1樓,02-29736693,121.4951251,25.06137745
仁厚藥局,新北市三重區仁賢街34號,02-29736625,121.496516,25.07495808
吉本藥局,新北市三重區大同南路156號,02-29736043,121.4965872,25.05767156
忠信藥局,新北市三重區仁興街32號,02-29730020,121.4990712,25.07552358
義榮藥局,新北市三重區三和路2段142號1樓,02-29727598,121.4995403,25.06825423
鴻成藥局,新北市三重區同安街113號,02-29727025,121.4942653,25.05639902
吳廣隆藥局,新北市三重區長壽西街5-1號,02-29715020,121.498021,25.06765328
建宏藥局,新北市三重區名源街16號,02-29714533,121.4818989,25.0606509
國光藥師藥局,新北市板橋區國光路172號1樓,02-29698217,121.4604916,25.01824649
友虹藥師藥局,新北市板橋區國光路16號,02-29691181,121.4570044,25.01738776
快安藥局,新北市板橋區漢生西路31號1樓,02-29685792,121.4631568,25.01829374
長弘藥局,新北市板橋區龍泉街110號,02-29674640,121.4568208,25.02454227
一誠藥局,新北市板橋區府中路62號,02-29673956,121.456857,25.00964704
華傳綜合大藥局,新北市板橋區大智街40號,02-29670029,121.4550243,25.0151493
柏元藥局,新北市板橋區新生街25號,02-29665768,121.4562163,25.02127502
埔墘藥局,新北市板橋區中山路2段227號,02-29646705,121.4769634,25.01740994
欣祥藥局,新北市中和區民德路74-1號,02-29646442,121.4686894,25.00167662
萬壽藥局,新北市板橋區四川路1段251號,02-29617476,121.4598656,25.002564
文德藥局,新北市板橋區國光路43號B1,02-29603312,121.4576982,25.01783112
翰林藥局,新北市板橋區中正路240號,02-29602748,121.4556571,25.01906129
家家藥局,新北市中和區民德路43號,02-29590964,121.4689823,25.00219047
皇安藥局,新北市板橋區中山路2段241號,02-29590929,121.4772446,25.0175714
天立藥局,新北市中和區莒光路122號,02-29578831,121.4723804,25.00173322
眾安大藥局,新北市板橋區長安街331巷78號,02-29550742,121.4724302,25.01304669
瑞益藥局,新北市土城區廣明街63巷4號,02-29538598,121.4545844,24.99355741
盛宏藥局,新北市中和區華褔街54號,02-29513273,121.5007369,24.99852093
顧藥局,新北市中和區圓通路140號,02-29498215,121.498293,24.99583143
仙正藥局,新北市中和區福美路309號,02-29498215,121.4969182,25.00472376
梓芳大藥局,新北市中和區圓通路278號,02-29498215,121.4917928,24.99075568
建昌大藥局,新北市中和區華新街232巷17號,02-29471537,121.5057241,24.98205688
亮安藥局,新北市中和區宜安路2號,02-29469898,121.5135983,24.99555023
華新藥局,新北市中和區華新街73號,02-29448345,121.5082434,24.98391922
民康藥局,新北市中和區忠孝街122號-1,02-29434163,121.5122009,24.98581002
易安堂藥局,新北市永和區民光街22巷2號,02-29431932,121.515906,24.99569816
信隆大藥局,新北市中和區安樂路6號,02-29426196,121.5117759,24.9916767
慶華藥師藥局,新北市中和區華新街90號1樓,02-29420666,121.5084501,24.98319951
義豐西藥局,新北市中和區景新街383巷4號,02-29420169,121.5128765,24.99035375
劉永安藥局,新北市中和區景安路227號,02-29408588,121.5043033,24.99122653
上元藥局,新北市中和區景平路160號2樓,02-29408050,121.5173524,24.99224301
宏信藥局,新北市中和區永貞路262巷4號,02-29294976,121.5138965,25.00390542
成功藥局,新北市永和區成功路1段133號,02-29293622,121.5269284,25.00170616
友辰藥局,新北市永和區中正路380號1樓,02-29267131,121.5177152,25.00123074
華特健康藥局,新北市永和區永貞路362號1樓,02-29264391,121.5101761,25.0066708
台大藥局,新北市永和區保平路240號1樓,02-29242484,121.509104,25.00542041
仁愛藥局,新北市永和區文化路63號,02-29241687,121.514005,25.01505817
宗茂藥局,新北市永和區自由街35號,02-29241687,121.5140634,25.00623382
仲景藥局,新北市永和區竹林路213巷1號,02-29241687,121.5210287,25.0089271
御生藥局,新北市永和區中山路1段279號1樓,02-29235658,121.5071039,25.00706231
新昇大藥局,新北市永和區永亨路122號,02-29233161,121.5243365,25.00402985
林德興藥局,新北市中和區永貞路242巷9號,02-29228026,121.514125,25.00401212
承德藥局,新北市永和區竹林路113號,02-29216405,121.5199072,25.0117608
永達大藥局,新北市永和區大新街2號,02-29213326,121.5144743,25.00852454
佳民藥局,新北市永和區永貞路238號,02-29201678,121.5147625,25.0039679
維春藥局,新北市新店區民權路32號,02-29185213,121.5408973,24.98302863
禾宜藥局,新北市新店區北新路3段128號1樓,02-29150411,121.5416962,24.9818906
仁淵藥局,新北市新店區北宜路1段77號,02-29128204,121.5386112,24.95635568
活元藥局,新北市新店區民族路49號1樓,02-29125526,121.5403209,24.97854075
南和藥局,新北市新店區中正路58號,02-29124220,121.5443738,24.97014189
大誠藥局,新北市新店區明德里北新路3段41號,02-29113135,121.541833,24.98033396
華特藥局,新北市泰山區明志路1段260號,02-29095662,121.4320894,25.0605246
善耕藥局,新北市泰山區明志路2段362號,02-29086656,121.4256446,25.04515838
北安藥妝健康廣場佳康藥局,新北市新莊區雙鳳路27號1樓,02-29069899,121.416511,25.02702456
紅豆藥局,新北市新莊區龍安路78號1樓,02-29047700,121.4173533,25.02089262
富國藥局,新北市新莊區富國路31號,02-29039334,121.4188948,25.02644814
忠山藥局,新北市新莊區雙鳳路2號,02-29027588,121.4175349,25.02687614
旭生藥局,新北市新莊區裕民街42號1樓,02-29021289,121.4187951,25.02502025
晉成藥局,新北市新莊區中正路700-23號,02-29017469,121.4187029,25.02789239
睿康健保藥局,新北市新莊區龍安路49號1樓,02-29015579,121.4158171,25.02151028
建昌藥局,新北市新莊區中正路557號,02-29015422,121.4283029,25.03232152
三恩藥局,新北市三峽區復興路451號1樓,02-28670737,121.3624558,24.93840995
景安藥局,新北市中和區景德街141號1樓及景平路111巷60弄56號1樓,02-28668215,121.5172631,24.99156484
保成藥局,新北市蘆洲區中華街49號,02-28479802,121.4627181,25.0810732
上全藥局,新北市淡水區民族路36號,02-28098022,121.4613543,25.13621913
竹圍春天生活藥局,新北市淡水區民權路89號1、2樓,02-28082179,121.459943,25.13832138
品康藥局,新北市汐止區湖前街47號1樓,02-26957942,121.6319554,25.07004913
博昱明峰大藥局,新北市汐止區明峰街129號1樓,02-26955758,121.6305182,25.07067308
全家藥局,新北市汐止區明峰街143號1樓,02-26954990,121.6296736,25.070602
巧能藥局,新北市汐止區福德一路209號1樓,02-26942858,121.6350459,25.06540985
湖前中西藥局,新北市汐止區湖前街45號1樓,02-26925850,121.6319809,25.07000379
汐芷藥局,新北市汐止區福德一路255號,02-26924087,121.6334537,25.06446853
江北藥局,新北市汐止區汐萬路1段33號,02-26918870,121.6556839,25.06786274
明川藥師藥局,新北市樹林區三福街1號,02-26894728,121.4092688,25.01689953
惠林藥局,新北市板橋區篤行路3段90號,02-26878651,121.4262465,24.98490662
聖和藥局,新北市樹林區太元街50號,02-26836609,121.4183399,24.97966644
鴻真藥局,新北市樹林區保安街1段20巷6號,02-26828977,121.4276924,24.99363128
新欣藥局,新北市板橋區金門街128號,02-26828061,121.4327689,24.99117134
博生藥師藥局,新北市樹林區文化街34號,02-26825798,121.4189871,24.98819272
耀鴻藥局,新北市樹林區中山路3段76號1樓,02-26808989,121.3935953,24.9723936
正宜藥局,新北市樹林區佳園路1段39號,02-26805678,121.3930731,24.97085659
藥濟藥局,新北市鶯歌區國慶街１50號,02-26783377,121.3509111,24.95328033
林政德西藥局,新北市鶯歌區建國路256號1樓,02-26781412,121.3476674,24.95354031
文瑞藥局,新北市鶯歌區尖山路296號,02-26780589,121.340605,24.94436967
大慶藥局,新北市樹林區鎮前街42-1號,02-26759212,121.4258256,24.99276975
久青藥局,新北市樹林區東華街33號,02-26754326,121.4151017,24.98177198
盛加藥局,新北市三峽區民生街49號1樓,02-26739797,121.3755173,24.93620175
惠慈藥局,新北市三峽區復興路66號,02-26738688,121.3734365,24.93724236
勝全藥局,新北市三峽區大同路27-1號1樓,02-26736186,121.3769969,24.92839958
盛禾藥局,新北市三峽區中山路243號1樓,02-26735999,121.3625536,24.93719158
升威藥局,新北市三峽區文化路23號1樓,02-26731120,121.3730707,24.93585404
恆豐藥局,新北市三峽區信義街24號,02-26711325,121.3708077,24.93553718
進安大藥局,新北市三峽區民生街174號,02-26711125,121.3712627,24.93493008
信東深坑北深藥局,新北市深坑區北深路3段103號1樓,02-26648315,121.6055696,25.0017114
介新大藥局,新北市深坑區文化街94號,02-26648149,121.6172103,25.0019969
福康藥粧藥局,新北市深坑區北深路3段175號1樓,02-26646529,121.6016776,25.00351266
永源藥局,新北市深坑區北深路3段174號1樓,02-26643768,121.602284,25.00354001
怡恩藥局,新北市深坑區埔新街67號,02-26620285,121.6200682,25.00235999
裕和藥局,新北市汐止區宜興街4號1樓,02-26609119,121.621101,25.04125934
幸福藥局,新北市汐止區大同路2段332號1、2樓,02-26490127,121.6564612,25.06694279
向日葵藥局,新北市汐止區大同路2段368號1樓,02-26488877,121.6575835,25.06704969
麒豐藥局,新北市汐止區樟樹一路135巷2號,02-26434737,121.6421149,25.06560426
天祥藥局,新北市汐止區鄉友街31號,02-26433730,121.6685241,25.08137535
秀峰藥局,新北市汐止區秀峰路65號1樓,02-26433066,121.6599173,25.06457917
青苗藥局,新北市汐止區忠孝東路242號1樓,02-26425888,121.6627177,25.06710984
德昌藥局,新北市汐止區中興路4號,02-26423382,121.6374476,25.05919233
春德堂藥局,新北市汐止區新台五路1段220號,02-26422048,121.6561336,25.06310782
永瑞藥局,新北市汐止區汐萬路1段10號,02-26421863,121.6562198,25.06743214
躍獅大同藥局,新北市汐止區新興路7號1樓,02-26418399,121.6564631,25.06493261
必進藥局,新北市汐止區茄苳路33號,02-26416382,121.6654505,25.07092726
汐止中西大藥局,新北市汐止區中正路四號,02-26411746,121.6631594,25.07017205
吉安康健保藥師藥局,新北市汐止區宜興街11號1樓,02-26405881,121.6212721,25.04160271
日昇藥局,新北市三芝區中山路1段54,02-26362131,121.5024483,25.25587576
璉恩藥局,新北市淡水區北新路131、133號,02-26298454,121.4492286,25.17892066
貝比爾藥局,新北市淡水區中山北路1段171號1樓,02-26261577,121.4434248,25.17783872
淡水春天生活藥局,新北市淡水區中山北路1段49號,02-26257059,121.4416367,25.17551859
伯宇藥局,新北市淡水區新春街103號-8,02-26236006,121.440112,25.18229671
尚運藥局,新北市淡水區學府路51巷1弄20號,02-26225149,121.4473108,25.16891761
正明藥局,新北市淡水區長興街42號,02-26224025,121.4442425,25.17148464
昇運藥局,新北市淡水區中山路157-1號,02-26222083,121.4404744,25.17281444
匯民藥局,新北市淡水區中山北路1段101號2樓,02-26202620,121.4423937,25.17646247
寶格麗藥局,新北市八里區華峰一街16號1樓,02-26193008,121.3993381,25.1468729
小蘋果藥局,新北市八里區中山路1段229號,02-26108206,121.4109827,25.15759576
大愛嘉安藥局,新北市八里區中山路2段422號1樓,02-26107790,121.3998531,25.1476006
天康八里藥局,新北市八里區中山路2段367號,02-26101569,121.3988157,25.14700902
狀元葯師藥局,新北市林口區文化二路1段62號1樓-1,02-26096215,121.3654443,25.06825601
存明藥局,新北市林口區中山路91號,02-26035658,121.3897571,25.07868997
長康藥局,新北市林口區中山路166號1樓,02-26012661,121.3901729,25.07894322
宏宇藥局,新北市林口區中正路288號1樓,02-26011878,121.3887115,25.07776164
麗園藥局,新北市林口區東勢里麗園一街6巷1-4號1樓,02-26009405,121.3766058,25.07012159
旺林藥局,新北市林口區文化二路1段228號,02-26000186,121.3697081,25.0724017
仁又堂藥局,新北市金山區信義路17號,02-24982368,121.637324,25.22090807
崇德藥局,新北市瑞芳區明燈路3段39-11號1樓,02-24976051,121.8068048,25.10785126
瑞聯藥局,新北市瑞芳區明燈路3段11號,02-24975852,121.8086144,25.10742591
松南藥局,新北市雙溪區中華路29號,02-24931085,121.8660562,25.03718079
瑞慶藥局,新北市瑞芳區大埔路130號,02-24586386,121.7634994,25.10134115
中正藥局,新北市永和區中正路439號,02-23247318,121.5170952,25.00519237
健康藥師藥局,新北市泰山區明志路2段323號,02-22972121,121.4264302,25.04599962
北安藥妝藥局,新北市泰山區明志路2段61號,02-22967199,121.4291926,25.05260082
千家藥局,新北市泰山區明志路2段199號,02-22962319,121.4275679,25.04912996
立豪藥師藥局,新北市五股區工商路189號1樓,02-22952479,121.4337501,25.08700461
五股聯成藥局,新北市五股區成泰路2段118號,02-22942767,121.4379739,25.08338214
虹元藥局,新北市五股區自強路56號,02-22925067,121.4331031,25.07364522
成泰藥局,新北市五股區成泰路1段143號1樓,02-22924305,121.4353575,25.07307666
泰明藥局,新北市蘆洲區長榮路67號,02-22898655,121.4621958,25.08350867
上群藥師藥局,新北市蘆洲區民族路287號1樓,02-22898275,121.4754919,25.09096117
施藥局,新北市蘆洲區信義路230號,02-22898116,121.478752,25.08586142
華信藥局,新北市蘆洲區民族路154號1樓,02-22898116,121.4795946,25.08611155
群欣藥局,新北市蘆洲區長安街118號2樓,02-22894815,121.460722,25.08172346
華興藥師藥局,新北市蘆洲區中山一路184號1樓,02-22893899,121.4738682,25.08104304
百分百藥局,新北市蘆洲區中山二路48號2樓,02-22890237,121.473914,25.08224867
乙安藥局,新北市蘆洲區長安街179號1樓,02-22888277,121.4606518,25.08157632
松展多利日式連鎖藥粧藥局,新北市蘆洲區民族路161號,02-22882586,121.4793328,25.08816463
家福藥局,新北市三重區仁愛街682號,02-22877692,121.4817424,25.08026398
三興藥局,新北市三重區三和路4段390巷24號,02-22874139,121.4813408,25.07879822
義中藥局,新北市三重區大同北路107號,02-22874139,121.494201,25.06421011
合康健保藥局,新北市三重區三和路4段384號1樓,02-22869999,121.4823746,25.07889758
慈生藥局,新北市三重區車路頭街110號,02-22860619,121.4842286,25.0749549
周興隆藥局,新北市三重區三和路4段181巷48號,02-22860084,121.4835808,25.07935657
和泰藥師藥局,新北市蘆洲區復興路69號1樓,02-22859818,121.4760443,25.08732746
龍安藥局,新北市蘆洲區復興路67號1樓,02-22850310,121.4760049,25.08730847
全佑藥局,新北市蘆洲區三民路11號1樓,02-22833032,121.475695,25.08217065
天士藥局,新北市蘆洲區中正路36號,02-22818227,121.4712665,25.0823679
世全藥局,新北市蘆洲區民生街133號1樓,02-22817386,121.4725348,25.07918076
蘋果藥妝藥局,新北市蘆洲區光華路172號1樓,02-22812162,121.4652248,25.08221558
大政藥局,新北市蘆洲區中山二路75號１樓,02-22811126,121.4733037,25.0819003
欣泰藥局,新北市蘆洲區民族路407號,02-22810177,121.4690425,25.08979205
祥和藥局,新北市三重區三和路4段374號2樓,02-22807522,121.4826595,25.07874479
新莊健業藥局,新北市新莊區昌平街37號1樓至2樓,02-22798088,121.4546574,25.05221316
健業藥妝藥局,新北市新莊區中和街130號1樓,02-22796279,121.4475041,25.04808578
心安藥局,新北市新莊區新泰路193號2樓,02-22779773,121.4472093,25.03797161
陽光連鎖藥局,新北市新莊區中信街40號1樓,02-22774399,121.4497828,25.05089225
永安藥局,新北市新莊區中港路321號2樓,02-22765900,121.452436,25.04492603
仁耀藥局,新北市板橋區板橋大觀路2段19巷93號1樓,02-22755417,121.4590657,25.00961339
旭成藥局,新北市板橋區大觀路2段37巷36號,02-22755327,121.4485217,25.00265756
家泰藥局,新北市土城區青雲路181號1、2樓,02-22749490,121.4593058,24.98284865
小倉藥局,新北市土城區青雲路190號1樓,02-22744257,121.459072,24.98220628
元蒼藥局,新北市土城區學府路1段69號1樓,02-22733868,121.4571222,24.98825444
三豐藥局,新北市土城區永豐路135巷8號,02-22733766,121.4671968,24.98333447
瑞明藥局,新北市板橋區文化路1段17號,02-22728467,121.4577845,25.01023604
志仁藥局,新北市土城區學府路1段102號,02-22727222,121.4559097,24.98790499
凱一藥局,新北市土城區裕民路92巷21弄8號1樓,02-22707679,121.450139,24.98628822
成康藥局,新北市土城區學府路1段188號1樓,02-22706596,121.4532298,24.98613488
健業藥局,新北市土城區中央路2段223-10號,02-22704798,121.4419119,24.97529626
順儷學府藥局,新北市土城區學府路1段144巷2號1樓,02-22701979,121.4549493,24.98728152
振鑫中西藥局,新北市土城區中央路4段210號1樓,02-22686663,121.4157517,24.95741692
頂埔藥局,新北市土城區中央路4段170號,02-22682915,121.4167784,24.95812314
正仁藥局,新北市土城區中央路4段240號,02-22682516,121.4152823,24.95709305
全家健康藥局,新北市土城區中央路4段288號,02-22678143,121.4142609,24.95639334
誠安藥局,新北市土城區中央路4段36號1樓,02-22677737,121.4207001,24.9608811
